priority_rank,transaction_id,time_step,calibrated_illicit_probability,risk_band,alert,review_decision,queue_reason,in_degree,out_degree,top_feature_contributions
121,157616145,49,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,0,2,aggregate_feature_049:-0.009676 | local_feature_054:-0.006263 | local_feature_092:+0.005573 | aggregate_feature_068:+0.005573 | local_feature_002:-0.004628
122,314598959,22,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_016:-0.039766 | local_feature_002:-0.025437 | local_feature_055:+0.015936 | aggregate_feature_049:-0.013290 | aggregate_feature_061:+0.012787
123,323476294,22,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,2,1,local_feature_002:-0.056574 | local_feature_047:-0.011457 | local_feature_043:-0.009676 | aggregate_feature_049:-0.009676 | local_feature_053:+0.008122
124,378253344,16,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,0,local_feature_016:-0.021160 | aggregate_feature_049:-0.017114 | local_feature_047:-0.013290 | local_feature_053:+0.008122 | local_feature_049:-0.007945
125,146601928,1,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_059:-0.039766 | local_feature_065:-0.032310 | local_feature_060:-0.029956 | local_feature_077:-0.015175 | local_feature_066:-0.011457
126,161526077,49,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,0,1,aggregate_feature_068:-0.021160 | aggregate_feature_069:-0.011457 | aggregate_feature_070:-0.007945 | local_feature_055:+0.006866 | local_feature_019:-0.004628
127,189775408,49,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_059:-0.021160 | local_feature_065:-0.021160 | local_feature_060:-0.019109 | local_feature_061:-0.015175 | local_feature_066:-0.015175
128,330051871,22,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_002:-0.042387 | local_feature_047:+0.011673 | aggregate_feature_052:-0.011457 | local_feature_041:+0.010524 | local_feature_043:+0.009341
129,372818652,22,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,2,local_feature_002:-0.076162 | local_feature_079:-0.039766 | local_feature_077:-0.027666 | local_feature_043:-0.021160 | local_feature_047:-0.019109
130,372690652,22,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_002:-0.025437 | local_feature_077:-0.021160 | local_feature_043:-0.017114 | local_feature_047:-0.017114 | aggregate_feature_063:-0.015175
131,199948990,36,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,2,aggregate_feature_066:-0.017114 | local_feature_077:-0.015175 | local_feature_043:-0.011457 | local_feature_055:-0.009676 | aggregate_feature_050:-0.009676
132,157620881,49,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,0,local_feature_002:-0.083359 | local_feature_053:-0.023269 | local_feature_047:-0.019109 | local_feature_041:-0.015175 | local_feature_043:-0.015175
133,158617726,49,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,2,local_feature_059:-0.023269 | local_feature_060:-0.021160 | local_feature_065:-0.019109 | local_feature_061:-0.015175 | local_feature_066:-0.015175
134,188788444,49,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,0,aggregate_feature_065:-0.017114 | aggregate_feature_066:-0.017114 | aggregate_feature_070:+0.011673 | aggregate_feature_045:-0.009676 | aggregate_feature_063:-0.007945
135,372536111,22,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,0,2,local_feature_053:+0.010524 | aggregate_feature_045:+0.009341 | local_feature_055:+0.008122 | local_feature_023:+0.006866 | local_feature_018:+0.005573
136,35163998,10,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_002:-0.134218 | local_feature_041:-0.029956 | local_feature_043:-0.025437 | local_feature_047:-0.023269 | aggregate_feature_049:-0.019109
137,68617116,10,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_002:-0.025437 | local_feature_016:-0.019109 | local_feature_049:-0.009676 | local_feature_047:+0.008122 | aggregate_feature_039:+0.006866
138,238336693,15,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_053:+0.014918 | local_feature_055:+0.011673 | local_feature_054:+0.008122 | local_feature_076:+0.008122 | local_feature_052:+0.006866
139,241533559,15,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,2,local_feature_053:+0.020590 | local_feature_055:+0.010524 | local_feature_052:+0.006866 | aggregate_feature_049:-0.006263 | local_feature_054:+0.005573
140,87692764,4,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_043:-0.019109 | local_feature_055:-0.017114 | aggregate_feature_046:-0.013290 | time_step:-0.011457 | local_feature_053:-0.011457
141,163734913,29,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,2,local_feature_002:-0.042387 | local_feature_053:-0.017114 | local_feature_080:+0.014918 | local_feature_049:-0.011457 | local_feature_018:-0.009676
142,63414409,29,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_016:-0.013290 | local_feature_001:-0.009676 | local_feature_054:-0.006263 | local_feature_023:-0.004628 | aggregate_feature_037:-0.004628
143,13335184,41,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_053:+0.010524 | aggregate_feature_049:-0.009676 | time_step:-0.006263 | local_feature_002:-0.006263 | aggregate_feature_007:-0.006263
144,206372631,36,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_002:-0.032310 | aggregate_feature_049:-0.025437 | local_feature_080:+0.009341 | local_feature_081:+0.008122 | aggregate_feature_070:+0.006866
145,355007266,32,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_065:-0.013290 | aggregate_feature_067:+0.012787 | local_feature_041:-0.007945 | aggregate_feature_049:+0.006866 | local_feature_077:-0.006263
146,94337559,43,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,2,local_feature_002:-0.017114 | local_feature_077:-0.011457 | local_feature_079:-0.011457 | local_feature_091:+0.010524 | local_feature_041:-0.009676
147,94553116,43,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,2,local_feature_002:-0.027666 | aggregate_feature_049:-0.025437 | local_feature_047:-0.017114 | aggregate_feature_068:-0.017114 | aggregate_feature_069:-0.009676
148,108578327,43,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_002:-0.032310 | local_feature_076:+0.008122 | local_feature_053:+0.006866 | local_feature_011:-0.006263 | local_feature_047:-0.006263
149,378322584,16,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_053:+0.018813 | local_feature_055:+0.009341 | local_feature_052:+0.006866 | local_feature_054:+0.006866 | local_feature_076:+0.006866
150,378049797,16,0.04802189409473251,medium,False,monitor_no_alert,risk_band_quality_control,0,2,local_feature_053:+0.018813 | local_feature_055:+0.010524 | local_feature_052:+0.006866 | local_feature_054:+0.006866 | local_feature_082:+0.006866
151,158439548,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,0,local_feature_009:-0.005021 | aggregate_feature_008:-0.003244 | local_feature_052:+0.002869 | local_feature_017:-0.002395 | local_feature_019:-0.002395
152,158272861,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.003244 | aggregate_feature_043:-0.003244 | local_feature_021:+0.002869 | local_feature_040:-0.002395 | aggregate_feature_001:-0.002395
153,186113642,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_059:-0.005951 | local_feature_065:-0.005021 | local_feature_066:-0.004119 | local_feature_031:-0.003244 | local_feature_061:-0.003244
154,158273541,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.003244 | local_feature_040:-0.002395 | aggregate_feature_001:-0.002395 | aggregate_feature_043:-0.002395 | aggregate_feature_046:-0.002395
155,157576999,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,time_step:-0.002395 | local_feature_011:-0.002395 | local_feature_040:-0.002395 | aggregate_feature_001:-0.002395 | aggregate_feature_008:-0.002395
156,188735478,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,2,local_feature_047:-0.007897 | local_feature_049:-0.007897 | local_feature_005:-0.005951 | local_feature_014:-0.005951 | local_feature_041:-0.005951
157,188620692,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,2,aggregate_feature_001:-0.003244 | aggregate_feature_008:-0.002395 | aggregate_feature_046:-0.002395 | local_feature_004:-0.001572 | local_feature_017:-0.001572
158,157577156,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_001:-0.003244 | local_feature_040:-0.002395 | aggregate_feature_003:-0.002395 | aggregate_feature_043:-0.002395 | aggregate_feature_044:-0.002395
159,166890641,1,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,2,1,aggregate_feature_010:-0.005021 | local_feature_053:-0.003244 | aggregate_feature_007:-0.003244 | time_step:-0.002395 | local_feature_052:-0.002395
160,157607798,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_002:-0.014493 | local_feature_053:-0.013310 | local_feature_047:-0.011047 | aggregate_feature_068:-0.009965 | local_feature_052:-0.008916
161,158279052,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.004119 | aggregate_feature_046:-0.004119 | local_feature_040:-0.003244 | aggregate_feature_001:-0.002395 | aggregate_feature_043:-0.002395
162,158356406,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,aggregate_feature_007:-0.002395 | local_feature_016:-0.001572 | aggregate_feature_037:-0.001572 | aggregate_feature_044:-0.001572 | aggregate_feature_050:-0.001572
163,157692990,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_014:-0.016968 | local_feature_047:-0.008916 | local_feature_005:-0.005951 | local_feature_041:-0.005021 | local_feature_049:-0.004119
164,157948357,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_014:-0.005951 | local_feature_047:-0.005951 | local_feature_041:-0.004119 | local_feature_005:-0.003244 | local_feature_049:-0.003244
165,158277737,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_055:-0.014493 | local_feature_047:-0.007897 | local_feature_041:-0.005951 | local_feature_049:-0.005951 | local_feature_053:-0.005021
166,157581560,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_047:-0.004119 | local_feature_005:-0.003244 | local_feature_014:-0.002395 | local_feature_019:-0.002395 | local_feature_055:-0.002395
167,188699459,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,2,aggregate_feature_007:-0.004119 | local_feature_002:-0.003244 | local_feature_019:-0.002395 | local_feature_009:-0.001572 | local_feature_016:-0.001572
168,158612243,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.004119 | time_step:-0.002395 | local_feature_040:-0.002395 | aggregate_feature_001:-0.002395 | aggregate_feature_043:-0.002395
169,158273191,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.003244 | time_step:-0.002395 | aggregate_feature_001:-0.002395 | aggregate_feature_046:-0.002395 | local_feature_011:-0.001572
170,232441583,1,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_047:-0.005951 | local_feature_041:-0.005021 | local_feature_049:-0.004119 | aggregate_feature_025:+0.002869 | local_feature_052:-0.002395
171,37233982,1,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_007:-0.005951 | local_feature_052:-0.005021 | aggregate_feature_043:-0.005021 | local_feature_002:-0.003244 | local_feature_047:-0.003244
172,189776295,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_061:-0.026874 | local_feature_065:-0.020966 | local_feature_060:-0.018261 | local_feature_059:-0.014493 | local_feature_067:-0.009965
173,158337296,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_023:-0.004119 | aggregate_feature_008:-0.003244 | local_feature_016:-0.002395 | local_feature_021:-0.001572 | local_feature_031:-0.001572
174,157955516,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.003244 | local_feature_040:-0.002395 | aggregate_feature_001:-0.002395 | aggregate_feature_010:-0.002395 | local_feature_017:-0.001572
175,158716252,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,2,1,local_feature_041:-0.008916 | local_feature_014:-0.005951 | local_feature_047:-0.004119 | local_feature_029:-0.003244 | local_feature_005:-0.002395
176,94316448,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,7,local_feature_043:+0.002184 | local_feature_041:-0.001572 | aggregate_feature_013:-0.001572 | aggregate_feature_043:-0.001572 | local_feature_002:+0.001479
177,188637800,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.004119 | local_feature_046:-0.002395 | time_step:-0.001572 | local_feature_025:-0.001572 | local_feature_077:-0.001572
178,158278083,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_001:-0.002395 | aggregate_feature_046:-0.002395 | local_feature_017:-0.001572 | local_feature_028:-0.001572 | local_feature_040:-0.001572
179,188633592,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,0,local_feature_065:-0.005951 | aggregate_feature_043:+0.002869 | local_feature_030:-0.002395 | local_feature_066:-0.002395 | time_step:-0.001572
180,158613605,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,3,aggregate_feature_007:-0.004119 | aggregate_feature_043:-0.002395 | local_feature_021:+0.002184 | local_feature_011:-0.001572 | local_feature_084:-0.001572
181,94962876,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,4,local_feature_002:+0.003532 | aggregate_feature_043:+0.003532 | local_feature_054:-0.001572 | aggregate_feature_007:-0.001572 | time_step:-0.000774
182,157615434,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_001:-0.003244 | aggregate_feature_008:-0.003244 | aggregate_feature_046:-0.002395 | local_feature_004:-0.001572 | local_feature_017:-0.001572
183,157638133,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,0,aggregate_feature_001:-0.003244 | aggregate_feature_008:-0.003244 | aggregate_feature_043:-0.003244 | local_feature_017:-0.001572 | aggregate_feature_003:-0.001572
184,188637651,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.003244 | local_feature_040:-0.002395 | aggregate_feature_001:-0.002395 | aggregate_feature_043:-0.002395 | time_step:-0.001572
185,157581738,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,3,local_feature_041:-0.005021 | local_feature_047:-0.004119 | local_feature_005:-0.002395 | local_feature_014:-0.002395 | local_feature_049:-0.002395
186,158279764,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.004119 | local_feature_040:-0.003244 | aggregate_feature_046:-0.003244 | aggregate_feature_001:-0.002395 | aggregate_feature_043:-0.002395
187,158603450,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_049:-0.008916 | local_feature_047:-0.005951 | local_feature_041:-0.003244 | local_feature_053:-0.003244 | local_feature_055:-0.003244
188,158573470,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_010:-0.003244 | aggregate_feature_008:-0.002395 | local_feature_017:-0.001572 | local_feature_025:-0.001572 | local_feature_077:-0.001572
189,158573468,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_001:-0.002395 | aggregate_feature_008:-0.002395 | aggregate_feature_044:-0.002395 | local_feature_011:-0.001572 | local_feature_040:-0.001572
190,158279808,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.003244 | local_feature_040:-0.002395 | aggregate_feature_001:-0.002395 | aggregate_feature_010:-0.002395 | aggregate_feature_046:-0.002395
191,158279766,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_001:-0.003244 | aggregate_feature_008:-0.003244 | local_feature_025:-0.001572 | local_feature_040:-0.001572 | local_feature_054:-0.001572
192,158584380,49,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_055:-0.011047 | local_feature_049:-0.006909 | local_feature_047:-0.005951 | local_feature_054:-0.005021 | local_feature_052:-0.004119
193,4607135,48,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,aggregate_feature_044:-0.003244 | local_feature_016:-0.002395 | aggregate_feature_039:-0.002395 | local_feature_009:-0.001572 | aggregate_feature_010:-0.001572
194,2148447,48,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_009:-0.003244 | local_feature_002:-0.002395 | aggregate_feature_008:-0.002395 | local_feature_064:+0.002184 | local_feature_016:-0.001572
195,155599350,48,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_047:-0.008916 | local_feature_049:-0.006909 | local_feature_053:-0.005021 | local_feature_041:-0.003244 | local_feature_043:-0.003244
196,155470413,48,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,aggregate_feature_008:-0.003244 | aggregate_feature_043:-0.002395 | aggregate_feature_046:+0.002184 | local_feature_059:-0.001572 | local_feature_091:-0.001572
197,2148568,48,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,1,1,local_feature_023:-0.004119 | local_feature_009:-0.003244 | local_feature_064:+0.002869 | aggregate_feature_008:-0.002395 | aggregate_feature_010:-0.002395
198,2141423,48,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,2,1,aggregate_feature_007:-0.002395 | aggregate_feature_008:-0.002395 | aggregate_feature_043:+0.002184 | time_step:-0.001572 | local_feature_019:-0.001572
199,59403106,48,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,0,1,local_feature_046:-0.001572 | aggregate_feature_014:-0.001572 | local_feature_016:+0.001479 | aggregate_feature_010:+0.001479 | time_step:-0.000774
200,1885756,48,0.024188112091738604,low,False,monitor_no_alert,risk_band_quality_control,2,0,local_feature_042:-0.002395 | aggregate_feature_044:-0.002395 | aggregate_feature_046:-0.002395 | local_feature_052:+0.002184 | aggregate_feature_043:+0.002184
